,budget,country,genre,gross,rating,score,votes,ROI,star_names,studio_names
1200,10000000.0,USA,Others,27736779.0,R,5.3,33873,1,Not-Famous,Low-Studio
1201,15000000.0,USA,Others,32721635.0,R,6.6,73229,1,Not-Famous,Low-Studio
1202,20000000.0,USA,Comedy,37672350.0,R,5.6,5820,1,Not-Famous,Low-Studio
1203,7000000.0,USA,Others,24611975.0,R,8.1,502421,1,Not-Famous,Low-Studio
1204,6500000.0,USA,Others,24103594.0,PG,6.2,6696,1,Not-Famous,Low-Studio
1205,11000000.0,USA,Drama,28573173.0,PG,6.4,67064,1,Not-Famous,Low-Studio
1206,1500000.0,USA,Comedy,19067631.0,PG,7.0,39453,1,Not-Famous,Low-Studio
1207,25000000.0,USA,Drama,42478175.0,PG,7.2,119310,1,Not-Famous,Low-Studio
1208,1000000.0,USA,Others,18474268.0,R,6.5,70563,1,Not-Famous,Low-Studio
1209,24000000.0,USA,Comedy,41455230.0,PG,6.6,31468,1,Not-Famous,Low-Studio
1210,150000000.0,non-USA,Action,167445960.0,PG,8.0,505727,1,Not-Famous,Low-Studio
1211,20000000.0,USA,Comedy,37442180.0,PG,6.2,29195,1,Not-Famous,Low-Studio
1212,27000000.0,USA,Others,44342956.0,PG,6.0,14076,1,Not-Famous,Low-Studio
1213,6000000.0,USA,Others,23341568.0,R,8.6,818377,1,Not-Famous,Low-Studio
1214,3500000.0,USA,Comedy,20811365.0,R,7.1,115960,1,Not-Famous,Low-Studio
1215,1200000.0,USA,Comedy,18488314.0,R,7.1,81224,1,Not-Famous,Low-Studio
1216,35000000.0,USA,Others,52277485.0,PG,6.9,33972,1,Not-Famous,Low-Studio
1217,22000000.0,USA,Others,39263506.0,PG,6.1,43108,1,Not-Famous,Low-Studio
1218,65000000.0,USA,Others,82226474.0,PG,5.6,70369,1,Not-Famous,Low-Studio
1219,28000000.0,non-USA,Comedy,45172250.0,PG,6.6,216205,1,Not-Famous,Low-Studio
1220,11000000.0,USA,Comedy,28165882.0,PG,5.9,34021,1,Not-Famous,Low-Studio
1221,1000000.0,USA,Others,18119640.0,R,5.0,55911,1,Not-Famous,Low-Studio
1222,11000000.0,USA,Comedy,28061343.0,PG,4.8,34058,1,Not-Famous,Low-Studio
1223,5000000.0,non-USA,Drama,21995263.0,R,7.7,104897,1,Not-Famous,Low-Studio
1224,11000000.0,USA,Comedy,27974168.0,PG,6.1,6745,1,Not-Famous,Low-Studio
1225,100000000.0,USA,Others,116900694.0,R,8.2,898439,1,Not-Famous,Low-Studio
1226,30000000.0,USA,Action,46889293.0,R,7.6,258273,1,Not-Famous,Low-Studio
1227,6000000.0,USA,Comedy,22847564.0,PG,7.4,108119,1,Not-Famous,Low-Studio
1228,20000000.0,USA,Others,36842118.0,R,6.7,34922,1,Not-Famous,Low-Studio
1229,11000000.0,USA,Comedy,27820000.0,PG,5.2,6460,1,Not-Famous,Low-Studio
1230,32000000.0,USA,Others,48818921.0,R,7.2,95328,1,Not-Famous,Low-Studio
1231,11000000.0,USA,Action,27779888.0,R,6.9,59654,1,Not-Famous,Low-Studio
1232,11000000.0,USA,Others,27734391.0,R,6.5,14238,1,Not-Famous,Low-Studio
1233,25000000.0,USA,Drama,41675994.0,PG,7.6,108857,1,Not-Famous,Low-Studio
1234,92000000.0,USA,Drama,108638745.0,R,7.7,314976,1,Not-Famous,Low-Studio
1235,79000000.0,non-USA,Others,95636509.0,R,7.2,124939,1,Not-Famous,Low-Studio
1236,11000000.0,USA,Comedy,27627310.0,R,5.6,11424,1,Not-Famous,Low-Studio
1237,10000000.0,USA,Others,26583369.0,PG,4.8,30707,1,Not-Famous,Low-Studio
1238,15000000.0,USA,Drama,31567134.0,R,7.6,88094,1,Not-Famous,Low-Studio
1239,55000000.0,non-USA,Action,71565669.0,PG,7.1,157019,1,Not-Famous,Low-Studio
1240,9000000.0,USA,Others,25544867.0,R,8.5,932194,1,Not-Famous,Low-Studio
1241,54000000.0,USA,Action,70511035.0,R,8.2,870872,1,Not-Famous,Low-Studio
1242,48000000.0,USA,Comedy,64506874.0,R,5.0,174755,1,Not-Famous,Low-Studio
1243,5000000.0,USA,Comedy,21501098.0,PG,7.4,124729,1,Not-Famous,Low-Studio
1244,11000000.0,USA,Drama,27484464.0,PG,6.8,9186,1,Not-Famous,Low-Studio
1245,3000000.0,USA,Others,19472057.0,R,5.9,28396,1,Not-Famous,Low-Studio
1246,12000000.0,USA,Comedy,28435406.0,PG,5.5,39482,1,Not-Famous,Low-Studio
1247,35000000.0,USA,Comedy,51433000.0,PG,7.1,46268,1,Not-Famous,Low-Studio
1248,11000000.0,USA,Comedy,27400000.0,PG,6.8,22798,1,Not-Famous,Low-Studio
1249,2800000.0,USA,Others,19170001.0,R,5.3,24039,1,Not-Famous,Low-Studio
1250,30000000.0,non-USA,Drama,46357676.0,R,8.3,539512,1,Not-Famous,Low-Studio
1251,3800000.0,USA,Comedy,20109115.0,R,6.6,40987,1,Not-Famous,Low-Studio
1252,34000000.0,USA,Others,50282766.0,R,7.3,186527,1,Not-Famous,Low-Studio
1253,7000000.0,USA,Comedy,23247539.0,PG,5.7,1853,1,Not-Famous,Low-Studio
1254,30000000.0,USA,Action,46212055.0,R,6.6,42213,1,Not-Famous,Low-Studio
1255,5000000.0,USA,Others,21197315.0,R,6.2,57609,1,Not-Famous,Low-Studio
1256,6000000.0,USA,Others,22168359.0,R,5.1,32666,1,Not-Famous,Low-Studio
1257,115000000.0,USA,Action,131144183.0,PG,5.8,168439,1,Not-Famous,Low-Studio
1258,10500000.0,USA,Action,26593646.0,R,6.6,173883,1,Not-Famous,Low-Studio
1259,25000000.0,USA,Action,41067398.0,R,6.2,23897,1,Not-Famous,Low-Studio
1260,50000000.0,USA,Others,66023816.0,PG,4.8,39118,1,Not-Famous,Low-Studio
1261,24000000.0,USA,Others,40002112.0,R,4.6,59131,1,Not-Famous,Low-Studio
1262,20000000.0,USA,Comedy,35990505.0,PG,5.8,51422,1,Not-Famous,Low-Studio
1263,13000000.0,USA,Comedy,28972187.0,PG,5.9,30109,1,Not-Famous,Low-Studio
1264,22000000.0,USA,Comedy,37963281.0,R,6.7,12889,1,Not-Famous,Low-Studio
1265,41300000.0,USA,Comedy,57262492.0,R,6.7,95735,1,Not-Famous,Low-Studio
1266,25000000.0,non-USA,Others,40903593.0,R,7.6,144356,1,Not-Famous,Low-Studio
1267,11000000.0,non-USA,Comedy,26870825.0,PG,6.4,23860,1,Not-Famous,Low-Studio
1268,12000000.0,USA,Action,27829874.0,R,7.0,209295,1,Not-Famous,Low-Studio
1269,60000000.0,USA,Comedy,75793305.0,PG,6.7,91035,1,Not-Famous,Low-Studio
1270,45000000.0,USA,Comedy,60786269.0,PG,5.6,95591,1,Not-Famous,Low-Studio
1271,5000000.0,non-USA,Others,20747013.0,R,5.0,29816,1,Not-Famous,Low-Studio
1272,20000000.0,non-USA,Others,35739755.0,PG,6.7,98303,1,Not-Famous,Low-Studio
1273,5000000.0,USA,Drama,20733485.0,PG,7.2,12088,1,Not-Famous,Low-Studio
1274,11000000.0,USA,Comedy,26713187.0,PG,6.8,40605,1,Not-Famous,Low-Studio
1275,11000000.0,USA,Comedy,26712476.0,PG,6.1,11449,1,Not-Famous,Low-Studio
1276,20000000.0,USA,Others,35606376.0,R,6.3,83404,1,Not-Famous,Low-Studio
1277,10000000.0,USA,Comedy,25588750.0,PG,6.4,112878,1,Not-Famous,Low-Studio
1278,30000000.0,USA,Others,45554533.0,PG,6.3,14316,1,Not-Famous,Low-Studio
1279,110000000.0,USA,Others,125544280.0,PG,6.5,307032,1,Not-Famous,Low-Studio
1280,15000000.0,USA,Others,30524763.0,R,5.2,16292,1,Not-Famous,Low-Studio
1281,13000000.0,USA,Others,28501605.0,R,5.8,34742,1,Not-Famous,Low-Studio
1282,10000000.0,USA,Others,25464480.0,PG,5.9,66569,1,Not-Famous,Low-Studio
1283,11000000.0,USA,Others,26459681.0,PG,5.2,8178,1,Not-Famous,Low-Studio
1284,20000000.0,USA,Others,35422828.0,PG,6.7,20672,1,Not-Famous,Low-Studio
1285,22700000.0,USA,Others,38119483.0,PG,7.1,147247,1,Not-Famous,Low-Studio
1286,18000000.0,USA,Drama,33405481.0,PG,7.3,164839,1,Not-Famous,Low-Studio
1287,60000000.0,USA,Drama,75383563.0,PG,6.6,34383,1,Not-Famous,Low-Studio
1288,38000000.0,USA,Comedy,53374681.0,PG,6.6,104139,1,Not-Famous,Low-Studio
1289,900000.0,non-USA,Action,16270600.0,R,6.9,16125,1,Not-Famous,Low-Studio
1290,15000000.0,USA,Comedy,30354442.0,R,4.1,29164,1,Not-Famous,Low-Studio
1291,10000000.0,USA,Comedy,25339117.0,PG,6.5,39727,1,Not-Famous,Low-Studio
1292,110000000.0,non-USA,Action,125332007.0,PG,6.5,158282,1,Not-Famous,Low-Studio
1293,60000000.0,USA,Others,75286229.0,PG,7.7,161836,1,Not-Famous,Low-Studio
1294,12000000.0,USA,Comedy,27281507.0,PG,7.7,37210,1,Not-Famous,Low-Studio
1295,150000000.0,USA,Others,165249063.0,PG,7.3,203754,1,Not-Famous,Low-Studio
1296,15000000.0,USA,Comedy,30238577.0,PG,5.5,6074,1,Not-Famous,Low-Studio
1297,15000000.0,USA,Others,30226144.0,PG,7.6,50532,1,Not-Famous,Low-Studio
1298,25000000.0,USA,Drama,40222514.0,R,8.1,413942,1,Not-Famous,Low-Studio
1299,900000.0,USA,Others,16097842.0,R,7.5,60114,1,Not-Famous,Low-Studio
1300,1000000.0,non-USA,Others,16188180.0,R,6.3,59624,1,Not-Famous,Low-Studio
1301,49000000.0,non-USA,Comedy,64186502.0,PG,5.4,19818,1,Not-Famous,Low-Studio
1302,33000000.0,USA,Others,48169908.0,PG,7.7,69289,1,Not-Famous,Low-Studio
1303,78000000.0,non-USA,Others,93149898.0,R,7.2,216681,1,Not-Famous,Low-Studio
1304,5000000.0,USA,Action,20146880.0,R,7.1,18848,1,Not-Famous,Low-Studio
1305,12000000.0,USA,Comedy,27141959.0,PG,2.6,21293,1,Not-Famous,Low-Studio
1306,15000000.0,USA,Drama,30127963.0,PG,6.7,13701,1,Not-Famous,Low-Studio
1307,25000000.0,USA,Others,40108697.0,PG,5.3,12794,1,Not-Famous,Low-Studio
1308,28000000.0,USA,Comedy,43107979.0,PG,6.3,62528,1,Not-Famous,Low-Studio
1309,15000000.0,USA,Action,30102717.0,R,5.5,31671,1,Not-Famous,Low-Studio
1310,11000000.0,USA,Drama,26098824.0,R,6.3,19473,1,Not-Famous,Low-Studio
1311,62000000.0,non-USA,Action,77086030.0,PG,6.6,68969,1,Not-Famous,Low-Studio
1312,11000000.0,non-USA,Others,26024456.0,R,7.2,168502,1,Not-Famous,Low-Studio
1313,10000000.0,USA,Drama,25010896.0,PG,6.7,12219,1,Not-Famous,Low-Studio
1314,6000000.0,non-USA,Comedy,21005329.0,R,6.4,93568,1,Not-Famous,Low-Studio
1315,46000000.0,USA,Others,61002302.0,R,8.1,451201,1,Not-Famous,Low-Studio
1316,40000000.0,USA,Action,54967359.0,R,5.2,56421,1,Not-Famous,Low-Studio
1317,55000000.0,USA,Drama,69951824.0,PG,7.7,251058,1,Not-Famous,Low-Studio
1318,11000000.0,USA,Action,25895485.0,R,6.3,15569,1,Not-Famous,Low-Studio
1319,12000000.0,USA,Others,26862450.0,R,7.6,132853,1,Not-Famous,Low-Studio
1320,16000000.0,USA,Others,30857814.0,PG,8.1,321940,1,Not-Famous,Low-Studio
1321,80000000.0,USA,Action,94835059.0,R,6.9,247602,1,Not-Famous,Low-Studio
1322,11000000.0,USA,Action,25826788.0,R,6.1,25065,1,Not-Famous,Low-Studio
1323,9000000.0,USA,Comedy,23687907.0,PG,5.7,22380,1,Not-Famous,Low-Studio
1324,40000000.0,USA,Action,54682547.0,PG,6.1,81607,1,Not-Famous,Low-Studio
1325,11000000.0,USA,Comedy,25682090.0,R,6.1,6930,1,Not-Famous,Low-Studio
1326,61000000.0,USA,Action,75612460.0,R,6.7,169586,1,Not-Famous,Low-Studio
1327,18000000.0,USA,Action,32589677.0,R,6.1,37572,1,Not-Famous,Low-Studio
1328,11000000.0,USA,Comedy,25587804.0,R,5.8,15756,1,Not-Famous,Low-Studio
1329,35000000.0,USA,Comedy,49492060.0,PG,5.4,32833,1,Not-Famous,Low-Studio
1330,19800000.0,USA,Comedy,34290142.0,R,6.6,60108,1,Not-Famous,Low-Studio
1331,11000000.0,non-USA,Comedy,25480000.0,NR,6.1,2233,1,Not-Famous,Low-Studio
1332,11000000.0,non-USA,Comedy,25479558.0,PG,5.4,9287,1,Not-Famous,Low-Studio
1333,8000000.0,USA,Comedy,22433275.0,PG,6.3,14980,1,Not-Famous,Low-Studio
1334,11000000.0,USA,Comedy,25411386.0,R,6.5,6991,1,Not-Famous,Low-Studio
1335,25000000.0,USA,Comedy,39404261.0,PG,5.7,29869,1,Not-Famous,Low-Studio
1336,20000000.0,USA,Drama,34400301.0,R,8.3,739027,1,Not-Famous,Low-Studio
1337,25000000.0,USA,Others,39399750.0,PG,5.6,6225,1,Not-Famous,Low-Studio
1338,20000000.0,USA,Others,34341945.0,R,4.8,38222,1,Not-Famous,Low-Studio
1339,15000000.0,non-USA,Comedy,29331068.0,PG,4.6,24673,1,Not-Famous,Low-Studio
1340,36000000.0,USA,Comedy,50287556.0,R,6.4,146087,1,Not-Famous,Low-Studio
1341,5000000.0,USA,Comedy,19281235.0,R,5.1,3939,1,Not-Famous,Low-Studio
1342,11000000.0,USA,Others,25205460.0,R,6.3,7159,1,Not-Famous,Low-Studio
1343,8000000.0,USA,Others,22201636.0,R,7.4,35084,1,Not-Famous,Low-Studio
1344,10000000.0,USA,Action,24200000.0,R,6.8,16465,1,Not-Famous,Low-Studio
1345,11000000.0,USA,Comedy,25196249.0,PG,6.1,23188,1,Not-Famous,Low-Studio
1346,26000000.0,USA,Action,40168080.0,R,5.2,85993,1,Not-Famous,Low-Studio
1347,11000000.0,USA,Others,25147055.0,R,6.0,4965,1,Not-Famous,Low-Studio
1348,15000000.0,USA,Comedy,29106737.0,R,6.0,16576,1,Not-Famous,Low-Studio
1349,11000000.0,USA,Drama,25105517.0,PG,6.9,16077,1,Not-Famous,Low-Studio
1350,9000000.0,USA,Others,23086480.0,PG,5.1,27011,1,Not-Famous,Low-Studio
1351,60000000.0,USA,Drama,74078174.0,R,6.3,63115,1,Not-Famous,Low-Studio
1352,11000000.0,USA,Action,25069101.0,R,5.5,13805,1,Not-Famous,Low-Studio
1353,13000000.0,USA,Action,27052167.0,R,6.1,25906,1,Not-Famous,Low-Studio
1354,70000000.0,USA,Action,84049211.0,R,6.4,103210,1,Not-Famous,Low-Studio
1355,85000000.0,USA,Others,99046791.0,PG,7.2,160255,1,Not-Famous,Low-Studio
1356,11000000.0,USA,Comedy,25029569.0,PG,5.4,7792,1,Not-Famous,Low-Studio
1357,22000000.0,USA,Others,36024076.0,R,6.6,65339,1,Not-Famous,Low-Studio
1358,27000000.0,USA,Others,41012075.0,R,6.5,73258,1,Not-Famous,Low-Studio
1359,31000000.0,USA,Others,45010278.0,PG,7.4,88104,1,Not-Famous,Low-Studio
1360,3500000.0,USA,Others,17504595.0,R,6.0,6758,1,Not-Famous,Low-Studio
1361,25000000.0,USA,Action,38911970.0,PG,6.6,72517,1,Not-Famous,Low-Studio
1362,3500000.0,USA,Others,17411930.0,PG,6.3,62221,1,Not-Famous,Low-Studio
1363,30000000.0,USA,Comedy,43894863.0,PG,5.9,27487,1,Not-Famous,Low-Studio
1364,15000000.0,USA,Comedy,28890240.0,PG,6.5,10806,1,Not-Famous,Low-Studio
1365,12000000.0,USA,Others,25885000.0,R,7.4,67131,1,Not-Famous,Low-Studio
1366,66000000.0,USA,Drama,79884879.0,PG,7.2,125672,1,Not-Famous,Low-Studio
1367,60000000.0,USA,Comedy,73780539.0,PG,5.2,31107,1,Not-Famous,Low-Studio
1368,30000000.0,non-USA,Others,43758684.0,PG,6.0,16750,1,Not-Famous,Low-Studio
1369,5000000.0,USA,Drama,18754371.0,PG,7.5,102221,1,Not-Famous,Low-Studio
1370,25000000.0,USA,Comedy,38747385.0,PG,6.9,53494,1,Not-Famous,Low-Studio
1371,11000000.0,USA,Comedy,24707633.0,PG,4.3,6616,1,Not-Famous,Low-Studio
1372,8000000.0,USA,Comedy,21706100.0,R,7.6,45385,1,Not-Famous,Low-Studio
1373,11000000.0,USA,Action,24700000.0,PG,5.0,7376,1,Not-Famous,Low-Studio
1374,23000000.0,USA,Others,36696761.0,PG,6.6,7545,1,Not-Famous,Low-Studio
1375,60000000.0,USA,Action,73648142.0,R,5.8,106208,1,Not-Famous,Low-Studio
1376,15000000.0,non-USA,Drama,28638916.0,R,7.0,226488,1,Not-Famous,Low-Studio
1377,2000000.0,USA,Comedy,15625095.0,PG,6.1,25550,1,Not-Famous,Low-Studio
1378,11000000.0,non-USA,Action,24623719.0,PG,7.7,65731,1,Not-Famous,Low-Studio
1379,45000000.0,USA,Comedy,58620973.0,PG,5.8,49509,1,Not-Famous,Low-Studio
1380,10000000.0,USA,Comedy,23574130.0,PG,6.2,9179,1,Not-Famous,Low-Studio
1381,1000000.0,non-USA,Others,14564027.0,R,7.0,83496,1,Not-Famous,Low-Studio
1382,70000000.0,USA,Action,83552429.0,PG,5.8,161186,1,Not-Famous,Low-Studio
1383,13000000.0,USA,Comedy,26539321.0,PG,5.9,8476,1,Not-Famous,Low-Studio
1384,14000000.0,USA,Drama,27515786.0,R,5.9,9896,1,Not-Famous,Low-Studio
1385,68000000.0,USA,Comedy,81476385.0,R,6.3,143541,1,Not-Famous,Low-Studio
1386,1000000.0,USA,Comedy,14443077.0,R,6.7,14054,1,Not-Famous,Low-Studio
1387,20000000.0,USA,Drama,33422556.0,PG,7.5,106190,1,Not-Famous,Low-Studio
1388,11000000.0,USA,Comedy,24381334.0,PG,6.0,21300,1,Not-Famous,Low-Studio
1389,11000000.0,USA,Others,24361867.0,R,7.4,31055,1,Not-Famous,Low-Studio
1390,40000000.0,USA,Others,53359111.0,PG,7.4,206037,1,Not-Famous,Low-Studio
1391,4000000.0,USA,Comedy,17329486.0,R,4.7,16259,1,Not-Famous,Low-Studio
1392,17000000.0,USA,Comedy,30324946.0,PG,6.2,50960,1,Not-Famous,Low-Studio
1393,23000000.0,USA,Comedy,36323505.0,PG,6.5,111225,1,Not-Famous,Low-Studio
1394,23000000.0,USA,Action,36299898.0,R,6.0,72973,1,Not-Famous,Low-Studio
1395,11000000.0,USA,Drama,24277858.0,R,6.4,5520,1,Not-Famous,Low-Studio
1396,12000000.0,USA,Comedy,25277561.0,R,6.4,23541,1,Not-Famous,Low-Studio
1397,7000000.0,USA,Action,20257000.0,R,5.2,8103,1,Not-Famous,Low-Studio
1398,47000000.0,USA,Comedy,60240295.0,PG,6.1,131176,1,Not-Famous,Low-Studio
1399,25000000.0,USA,Action,38230435.0,PG,5.8,30732,1,Not-Famous,Low-Studio
1400,55000000.0,USA,Comedy,68224452.0,PG,6.0,73264,1,Not-Famous,Low-Studio
1401,1500000.0,USA,Action,14697005.0,R,6.4,40575,1,Not-Famous,Low-Studio
1402,11000000.0,USA,Action,24159872.0,PG,5.3,11351,1,Not-Famous,Low-Studio
1403,11000000.0,non-USA,Drama,24149393.0,R,7.1,161184,1,Not-Famous,Low-Studio
1404,3000000.0,USA,Comedy,16124543.0,R,6.8,79786,1,Not-Famous,Low-Studio
1405,40000000.0,USA,Drama,53089891.0,PG,8.5,948284,1,Not-Famous,Low-Studio
1406,17000000.0,USA,Action,30050028.0,R,6.5,47554,1,Not-Famous,Low-Studio
1407,46000000.0,USA,Action,59031057.0,R,6.6,43256,1,Not-Famous,Low-Studio
1408,15000000.0,USA,Action,28014536.0,R,7.4,78057,1,Not-Famous,Low-Studio
1409,33000000.0,USA,Others,46007113.0,R,6.0,61283,1,Not-Famous,Low-Studio
1410,3500000.0,non-USA,Drama,16501785.0,R,8.2,533368,1,Not-Famous,Low-Studio
1411,11000000.0,USA,Comedy,23978402.0,PG,4.6,11354,1,Not-Famous,Low-Studio
1412,80000000.0,USA,Comedy,92977226.0,PG,5.2,70148,1,Not-Famous,Low-Studio
1413,3000000.0,USA,Others,15935068.0,R,4.3,21422,1,Not-Famous,Low-Studio
1414,31000000.0,USA,Others,43858790.0,PG,6.4,23912,1,Not-Famous,Low-Studio
1415,4000000.0,non-USA,Action,16853487.0,R,5.6,13829,1,Not-Famous,Low-Studio
1416,3500000.0,USA,Comedy,16324573.0,R,6.2,12127,1,Not-Famous,Low-Studio
1417,5000000.0,USA,Others,17768757.0,R,5.9,32600,1,Not-Famous,Low-Studio
1418,13500000.0,USA,Comedy,26255594.0,PG,6.1,8780,1,Not-Famous,Low-Studio
1419,25000000.0,USA,Drama,37738503.0,R,7.2,73699,1,Not-Famous,Low-Studio
1420,11000000.0,USA,Others,23735802.0,PG,5.6,8176,1,Not-Famous,Low-Studio
1421,16000000.0,USA,Others,28734552.0,R,6.4,10565,1,Not-Famous,Low-Studio
1422,5000000.0,USA,Others,17686929.0,PG,5.2,49295,1,Not-Famous,Low-Studio
1423,13000000.0,USA,Comedy,25682380.0,R,5.9,64993,1,Not-Famous,Low-Studio
1424,4000000.0,USA,Others,16675000.0,R,5.1,15636,1,Not-Famous,Low-Studio
1425,2000000.0,USA,Others,14673301.0,R,6.9,147931,1,Not-Famous,Low-Studio
1426,54000000.0,USA,Others,66666062.0,R,7.6,297132,1,Not-Famous,Low-Studio
1427,11000000.0,non-USA,Action,23637265.0,R,7.9,386690,1,Not-Famous,Low-Studio
1428,6000000.0,USA,Comedy,18621249.0,PG,7.5,48581,1,Not-Famous,Low-Studio
1429,7000000.0,USA,Others,19604000.0,PG,6.5,4055,1,Not-Famous,Low-Studio
1430,11000000.0,USA,Comedy,23591472.0,PG,6.2,16434,1,Not-Famous,Low-Studio
1431,120000000.0,USA,Action,132556852.0,PG,6.7,366576,1,Not-Famous,Low-Studio
1432,3500000.0,USA,Others,16036534.0,R,6.6,11553,1,Not-Famous,Low-Studio
1433,90000000.0,USA,Others,102515793.0,R,7.8,357431,1,Not-Famous,Low-Studio
1434,42000000.0,USA,Comedy,54445357.0,R,6.3,129989,1,Not-Famous,Low-Studio
1435,35000000.0,USA,Others,47425125.0,PG,4.9,47520,1,Not-Famous,Low-Studio
1436,10000000.0,USA,Others,22424195.0,R,5.7,2858,1,Not-Famous,Low-Studio
1437,30000000.0,USA,Drama,42400223.0,PG,6.2,50381,1,Not-Famous,Low-Studio
1438,11000000.0,non-USA,Drama,23397365.0,PG,6.6,7344,1,Not-Famous,Low-Studio
1439,5000000.0,USA,Drama,17382982.0,R,5.2,6792,1,Not-Famous,Low-Studio
1440,3000000.0,USA,Others,15369573.0,PG,5.3,2773,1,Not-Famous,Low-Studio
1441,11000000.0,USA,Comedy,23369283.0,PG,6.1,10502,1,Not-Famous,Low-Studio
1442,45000000.0,non-USA,Action,57362581.0,R,5.5,54040,1,Not-Famous,Low-Studio
1443,40000000.0,USA,Drama,52330111.0,PG,6.8,121411,1,Not-Famous,Low-Studio
1444,50000000.0,USA,Action,62318875.0,R,6.7,170579,1,Not-Famous,Low-Studio
1445,50200000.0,USA,Others,62495645.0,PG,7.1,212717,1,Not-Famous,Low-Studio
1446,4000000.0,USA,Comedy,16262415.0,PG,6.9,2945,1,Not-Famous,Low-Studio
1447,18000000.0,USA,Drama,30222640.0,PG,5.3,39004,1,Not-Famous,Low-Studio
1448,11000000.0,USA,Comedy,23202734.0,PG,7.2,48815,1,Not-Famous,Low-Studio
1449,3000000.0,non-USA,Comedy,15185594.0,R,7.2,29858,1,Not-Famous,Low-Studio
1450,58000000.0,USA,Action,70117571.0,PG,6.4,60524,1,Not-Famous,Low-Studio
1451,11000000.0,USA,Others,23103423.0,PG,6.0,5257,1,Not-Famous,Low-Studio
1452,30000000.0,USA,Others,42073277.0,R,7.0,305305,1,Not-Famous,Low-Studio
1453,30000000.0,USA,Comedy,42071069.0,PG,6.2,38005,1,Not-Famous,Low-Studio
1454,20000000.0,USA,Drama,32051917.0,R,6.6,45284,1,Not-Famous,Low-Studio
1455,11000000.0,USA,Action,23036320.0,PG,5.6,29148,1,Not-Famous,Low-Studio
1456,48000000.0,USA,Comedy,60022256.0,PG,5.0,33477,1,Not-Famous,Low-Studio
1457,20000000.0,USA,Comedy,32015787.0,PG,3.5,54594,1,Not-Famous,Low-Studio
1458,13000000.0,non-USA,Others,25010410.0,R,8.1,123497,1,Not-Famous,Low-Studio
1459,40000000.0,USA,Action,52000688.0,R,6.4,183758,1,Not-Famous,Low-Studio
1460,11000000.0,USA,Drama,22998000.0,R,6.1,12311,1,Not-Famous,Low-Studio
1461,11000000.0,USA,Action,22936273.0,PG,5.3,20620,1,Not-Famous,Low-Studio
1462,30000000.0,USA,Drama,41850659.0,PG,6.0,19550,1,Not-Famous,Low-Studio
1463,25000000.0,non-USA,Action,36845124.0,R,6.6,55627,1,Not-Famous,Low-Studio
1464,20000000.0,USA,Others,31841299.0,R,7.6,145838,1,Not-Famous,Low-Studio
1465,11000000.0,USA,Comedy,22827153.0,PG,6.2,36762,1,Not-Famous,Low-Studio
1466,15000000.0,USA,Comedy,26757000.0,PG,4.4,22818,1,Not-Famous,Low-Studio
1467,250000.0,USA,Comedy,12006514.0,R,7.3,120047,1,Not-Famous,Low-Studio
1468,11000000.0,USA,Others,22750363.0,PG,7.5,45834,1,Not-Famous,Low-Studio
1469,2000000.0,USA,Action,13746550.0,R,6.1,30996,1,Not-Famous,Low-Studio
1470,35000000.0,USA,Action,46704056.0,PG,6.4,45759,1,Not-Famous,Low-Studio
1471,2000000.0,non-USA,Others,13622333.0,R,7.7,98084,1,Not-Famous,Low-Studio
1472,25000000.0,USA,Action,36611066.0,PG,4.4,35219,1,Not-Famous,Low-Studio
1473,6000000.0,non-USA,Others,17605861.0,R,7.7,155706,1,Not-Famous,Low-Studio
1474,10000000.0,USA,Drama,21590086.0,PG,7.4,146509,1,Not-Famous,Low-Studio
1475,20000000.0,USA,Comedy,31584722.0,R,6.4,107856,1,Not-Famous,Low-Studio
1476,10600000.0,USA,Others,22163442.0,PG,5.4,17445,1,Not-Famous,Low-Studio
1477,5000000.0,USA,Comedy,16554699.0,R,5.4,12223,1,Not-Famous,Low-Studio
1478,11000000.0,non-USA,Comedy,22551000.0,PG,7.4,39467,1,Not-Famous,Low-Studio
1479,27000000.0,USA,Action,38538188.0,PG,3.6,17413,1,Not-Famous,Low-Studio
1480,28000000.0,USA,Comedy,39514713.0,PG,6.7,67405,1,Not-Famous,Low-Studio
1481,18000000.0,USA,Others,29511112.0,PG,3.6,30927,1,Not-Famous,Low-Studio
1482,15000000.0,non-USA,Drama,26496583.0,PG,4.9,22361,1,Not-Famous,Low-Studio
1483,10000000.0,USA,Comedy,21486757.0,R,6.1,13480,1,Not-Famous,Low-Studio
1484,8500000.0,USA,Others,19985196.0,PG,6.1,4577,1,Not-Famous,Low-Studio
1485,14000000.0,USA,Action,25482931.0,R,5.8,10330,1,Not-Famous,Low-Studio
1486,10000000.0,USA,Comedy,21458229.0,PG,6.2,5608,1,Not-Famous,Low-Studio
1487,25000000.0,USA,Others,36447959.0,PG,7.0,38642,1,Not-Famous,Low-Studio
1488,15000000.0,USA,Others,26437094.0,R,4.0,31662,1,Not-Famous,Low-Studio
1489,25000000.0,USA,Comedy,36429528.0,PG,5.9,36346,1,Not-Famous,Low-Studio
1490,30000000.0,USA,Comedy,41407470.0,PG,7.6,45942,1,Not-Famous,Low-Studio
1491,15000000.0,USA,Drama,26400640.0,R,7.9,202738,1,Not-Famous,Low-Studio
1492,26000000.0,USA,Others,37400127.0,R,7.3,200256,1,Not-Famous,Low-Studio
